model,model_index,start_id,start_kind,start_seed,initial_parameters_log
LADDER_8R8C,7,10,log_uniform_within_published_bounds,884734397.0,"[2.287734625110133,4.7919279797305805,-8.720349302632968,1.2037381197193167,-6.729670056304609,-4.500988336626538,-9.322490176361658,-4.160974732652704,20.011873622476777,21.478529563248074,12.93576028086566,24.62102823695021,12.014717454869903,9.871387486962112,11.13223006239867,11.47785626848361,1.844153273615781]"
LADDER_8R8C,7,11,log_uniform_within_published_bounds,559854381.0,"[-1.5582814832276028,0.5787532340731971,0.5952271533146138,0.9461870264777286,-3.299113928911572,-1.786104686384233,1.5083392469665071,-0.49117157329346917,14.688572197855672,12.358994843837682,9.872557712483848,22.324078689351353,24.989186633056015,20.651982660476918,24.9664236206538,23.972057820254506,-18.12393664895161]"
LADDER_8R8C,7,12,log_uniform_within_published_bounds,3230364851.0,"[4.9421798029270345,-1.895546476221277,-8.404505986770165,1.7930102661759406,1.144162117828909,-4.219902234734687,-4.608283610915952,-2.512774733957066,8.593220225126833,22.993668914397837,10.22566807404399,10.087091018717839,12.81065882799232,20.63841749036287,8.085541294122883,23.570006551983745,-6.704839606605063]"
LADDER_8R8C,7,13,log_uniform_within_published_bounds,660808751.0,"[1.9372093420070193,2.999736737496148,-7.602217305361576,-3.9984448956873884,0.8316518226006959,4.4707775433445445,4.68140403020811,-1.009756793611892,15.824662071543624,11.42333290497637,14.670933777141325,9.810246566304714,9.636815398744034,14.509538831336883,12.890254373918122,24.617690689499153,-19.698779002529673]"
LADDER_8R8C,7,14,log_uniform_within_published_bounds,2485864157.0,"[-5.990313606527494,-3.7334330741738198,2.198236354607948,-6.159130989578309,0.2501027601049781,-9.184098768195152,-5.241792349572019,-9.682123848173616,8.366670229191422,9.170495048936756,21.229555109958888,16.971082845014752,13.888656267230829,12.108790375465187,18.598519160708292,13.223417796110846,-11.5127763287051]"
LADDER_8R8C,7,15,log_uniform_within_published_bounds,2463035064.0,"[0.45612546462126957,-8.246434755800546,2.005737467563094,-4.04168285605191,1.3926688143067096,-4.283042384035293,0.4538122556319948,-5.799170576028606,20.144099654737612,13.846314916531913,15.119066302150847,12.720558967864736,11.278750900034698,21.40677747874345,24.127114442973326,8.819429623571317,-16.641569457138697]"
LADDER_8R8C,7,16,log_uniform_within_published_bounds,173531348.0,"[0.5826264759452648,-7.9160730611759735,1.1463421121380986,1.0319759993190996,-2.744758225799929,-4.540371159284024,-3.607536030961371,-1.1563282402394162,8.79631609392848,14.76014208649786,22.411033029947745,20.554687016782914,8.067254480132204,23.44321861493812,22.84443871499171,13.449116209528352,-10.121721617228252]"
LADDER_8R8C,7,17,log_uniform_within_published_bounds,2056877972.0,"[4.864517651790576,-5.781454084306546,3.752976872633605,2.8340811187226667,4.972968670469564,-3.508800517169851,-4.515888464305298,2.3910533722837375,13.843960627035106,16.28370128945883,9.504057233807284,8.009946563438781,19.649516412269577,10.592946430097511,8.739731936868301,11.02759195377252,-12.300463975908723]"
LADDER_8R8C,7,18,log_uniform_within_published_bounds,892846303.0,"[0.5199989545468142,-8.63945312652251,-4.158815557805299,-4.178807343344821,-8.268539857129538,-4.499501267765552,-5.527238992327726,-2.014210174510028,17.193437418521746,20.079782799100716,21.702190063105803,20.21836102618116,9.086219185877045,19.261663093019685,13.85490906909131,10.225050108479364,-0.9893938165071461]"
LADDER_8R8C,7,19,log_uniform_within_published_bounds,2169663654.0,"[4.254185579617051,-9.305403286199878,3.2642729117865965,0.3044205614172206,-3.2077412098037863,1.6831008285004074,4.801765166753993,4.713120588127362,24.134938977251405,19.247136279708663,24.623190352857957,18.996917386902183,17.86954937663539,18.5377166970475,19.36017498051841,23.544718098440732,-16.929765622520023]"
LADDER_8R8C,7,20,log_uniform_within_published_bounds,218094871.0,"[2.067758978878473,-6.641458360286038,-9.65707565799113,-3.2421676912098727,-9.318705402063202,2.287643790313769,-1.8431837428067723,1.8819879877674044,23.143628435959222,18.649749448043966,13.653482701466775,22.02327873566925,23.253684536003895,10.627126199727686,12.388789631910953,11.537321584060606,-19.201895785508775]"
LADDER_8R8C,7,21,log_uniform_within_published_bounds,503952907.0,"[-6.161460772665539,1.7784920370193582,-2.918450171318913,2.887745465750511,-2.7481673989744335,1.2387408156763833,-4.13869531547305,-4.9666681716688785,16.60279800915974,14.065267709673742,18.342382014343926,10.684096783803694,14.708741596262303,24.418770634500483,10.784468037484121,15.136606513270856,-16.5382694461947]"
LADDER_8R8C,7,22,log_uniform_within_published_bounds,2643178419.0,"[-3.0994182788988276,4.163125393336804,-4.268483711114188,3.4728546092647328,0.12102208407000781,-0.25357083816274795,3.4706683087506303,-4.747373511234484,24.419681481601582,15.826628971872712,22.825922503839713,19.197807601293924,18.376868092747912,10.224272792913926,18.601836608140985,13.04388788116919,-16.341318879890856]"
LADDER_8R8C,7,23,log_uniform_within_published_bounds,3028836167.0,"[0.896736242957413,-6.473307607706542,-5.264971442988633,-6.008004778697065,-8.652166356535535,-2.4657338916447173,-1.0485223784610458,-7.3598871658862635,8.16979780583341,18.292366761501533,18.811558740724365,17.68420600743361,13.715161909958779,10.473926119307865,9.680266937034366,13.331814654262194,0.23607306489513036]"
LADDER_8R8C,7,24,log_uniform_within_published_bounds,712543907.0,"[0.9746695811311881,-0.4573973093229906,0.6134192197899928,-4.335186386940231,-1.8573907386471848,4.721233183908534,2.442438633120302,1.8238713867775438,20.939612608804367,24.302058241968414,18.77586867877707,21.62033877868489,21.248725963732063,9.067648193713648,13.617961573875132,22.799872500411563,-16.721875809127475]"
LADDER_8R8C,7,25,log_uniform_within_published_bounds,759295949.0,"[-6.243630646106062,3.6724305581927013,-6.518793432632594,-0.6140876910964046,3.095810759339244,-3.7540483239916087,-7.680858203469425,1.7871543629362296,20.01076600977018,10.850706816954068,18.624822121684613,23.88661062118483,14.306965605272609,11.660704924019694,21.04891231417874,23.173134198999406,-6.261306758802428]"
LADDER_8R8C,7,26,log_uniform_within_published_bounds,1673841586.0,"[-3.655655722774969,3.7346331163821453,1.3734964557116083,-4.884710914478353,-5.298628150079005,-0.47596223779657265,4.1661388606437715,-7.594060034277818,8.141304127456895,12.070719314825027,18.81337875090435,19.072578500590183,11.548212609138975,24.377043695000587,22.887410515245435,14.73874910117895,-9.79365088184775]"
LADDER_8R8C,7,27,log_uniform_within_published_bounds,4098392537.0,"[-2.1013944076246753,-7.550041798310527,-9.94509728518082,-2.3118603761611247,3.9593703481645726,-4.118809448740181,-1.509806355246205,-4.090330410853622,11.549046978099796,12.123588866323182,14.381488710175308,8.077455459102008,9.55772803036988,17.88523378079672,17.567378592494908,15.030059149401547,-7.2791759078836105]"
LADDER_8R8C,7,28,log_uniform_within_published_bounds,4013987514.0,"[0.3232148772337915,-9.142120524166584,4.271640210202829,1.103411263064599,-5.941295731637423,-1.5087797308399402,1.2486160374611224,-3.4343760153245357,14.680141756512391,22.293583988755202,12.758742019407904,9.789210484722322,18.919936125077193,18.9773298852893,12.203325369763332,17.67448477725351,-8.506113208064896]"
LADDER_8R8C,7,29,log_uniform_within_published_bounds,1262798129.0,"[-8.676606002404883,-0.14291008411025707,2.4000086306978083,-2.1235785511301017,-4.604611484457818,-5.621964753433089,-9.930913956650503,-4.513424168484413,22.92524302583068,19.61088415221093,11.813676219110167,12.087013029244602,24.3789877185529,10.969367840240423,9.018033855935617,10.525562619290547,-6.68080044760598]"
LADDER_8R8C,7,30,log_uniform_within_published_bounds,2662443124.0,"[0.36774945000669135,1.0953890766533796,-2.0281048710098597,2.3252327174695573,-8.680486029791112,4.9419727921605325,-0.7301708309953341,-4.844587795546321,18.803053872402046,14.169942592790452,8.562023016132292,24.96326809329668,11.723823053974703,10.057648817382521,18.931001956192837,24.518351536288716,-0.6854407028028362]"
LADDER_8R8C,7,31,log_uniform_within_published_bounds,3319303033.0,"[4.8758012388348515,4.988547514374366,-1.9573989510027694,-1.4487993565441961,-8.723330144472857,-3.84728366624514,-2.0705428351261297,3.8400935069024627,16.871458053463357,21.38377481907251,13.604820325873188,24.601843637961963,8.351134540784665,20.617845603909878,17.960346317011506,22.76385770529011,0.27751700237409693]"
LADDER_8R8C,7,32,log_uniform_within_published_bounds,1989857839.0,"[-5.273466252121899,4.9848934233256745,-0.31072289175443224,-2.5314419437767492,-7.7955793562853595,-3.2248767431049083,1.6341904938004,-4.503233550666484,9.752740922522593,11.558602865144515,23.139264551883002,19.59689971156454,15.666293472873939,18.312046471429092,18.273341839488985,15.015723873510538,-0.15833249824401108]"
LADDER_9R9C,8,1,notebook_initialization,,"[-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,-9.210340371976182]"
LADDER_9R9C,8,2,log_uniform_within_published_bounds,1541054336.0,"[-8.40406531555401,2.3439708691404064,0.7976909808783255,-8.225701970788377,-4.446784880568762,-0.19225967324037363,-7.153063967223812,-6.019061122951624,-1.1820011384210627,11.523544689153415,17.813762248376108,16.32096908334145,20.766520986187565,13.664358653396222,13.367385723072063,16.29001252862603,20.81395994802928,19.580014927966936,-15.1115008059294]"
LADDER_9R9C,8,3,log_uniform_within_published_bounds,1471715582.0,"[-3.551952056070724,-5.589665622609127,-8.724922884179984,2.3898956337634036,-0.3352367166057526,-3.408169023236505,-5.451004922817732,-3.2167771831057275,4.716276454508238,14.154960229418439,20.404453239909678,13.654083719943536,18.562857350537538,13.237915126377377,21.3874859744787,16.57673272847873,23.898564436855068,20.73283833854225,-4.110040720790289]"
LADDER_9R9C,8,4,log_uniform_within_published_bounds,1933027771.0,"[-5.032641183782016,-7.9284529328264135,1.9618099509189229,4.5010518753879225,0.16978338406838667,-2.3223736455137507,-0.5610352693069878,0.13840945822949635,2.969289338983746,10.87167907136468,14.183591898450203,10.270075904742917,15.22472432342155,23.31836755200039,11.883074988081358,11.30046446071115,16.257290095737694,22.471293157801636,1.4861467441282272]"
LADDER_9R9C,8,5,log_uniform_within_published_bounds,491713155.0,"[-2.3303294442573783,0.48726245780567723,2.2984709388252824,-6.445063169131166,3.3821499217492903,-8.930185022017127,-8.349574018272186,1.0308993584187736,-9.235160435357052,18.71271125684705,20.266792887703076,11.198738971549975,9.097606226376572,13.782617989558416,14.234412693836989,24.168520106028662,21.46095853531701,17.224270500550094,-2.6348627913786906]"
LADDER_9R9C,8,6,log_uniform_within_published_bounds,1204698199.0,"[-8.994600165526318,0.15424037036903115,-8.480493967839552,-9.118599054753675,-6.991048209032778,-5.287650862772111,-4.976970873458388,0.9462179416799259,-8.430272436462813,9.947219474332913,13.459052184752078,22.14637958791875,9.796983491091108,20.970565373235207,17.037747296076038,13.33766492897907,15.172008815895385,23.698489733069138,0.18803027782317017]"
LADDER_9R9C,8,7,log_uniform_within_published_bounds,1346655590.0,"[4.719948498944932,2.602547914379983,-7.809213029798471,-5.462835999326172,-3.8984837445089298,-4.645384219878172,-8.851019873808795,-7.654111067952281,-3.6460727594126983,18.675829484781804,15.445566310921699,24.684939589931304,15.852363383488168,19.33386993297883,15.64900294051976,8.34901074902052,9.10532532769199,18.309120284071255,-7.120226860240159]"
LADDER_9R9C,8,8,log_uniform_within_published_bounds,3558320672.0,"[-6.813303809581167,-1.1806553237353512,-3.6218968461456384,4.755585065558062,-8.746350352797029,-2.0094607094203125,-7.072597775028263,3.2360454021782044,-6.183384998827798,15.783648141519748,21.202587949323124,21.276176126526423,9.485577571232684,24.129913152264077,22.95741259059135,15.737529774133115,22.154918523682596,21.825096966252033,-5.043084608807536]"
LADDER_9R9C,8,9,log_uniform_within_published_bounds,1160572506.0,"[-0.6735117331458085,-7.896765475485557,-9.770596475855719,3.1990329594732305,4.247324232998086,-7.661355900421615,-2.1042451519127985,4.28909707799397,-9.70401449466349,12.437628502796063,14.27834820421264,18.015155736657157,16.651304978472375,16.42012212936601,24.358716102161342,20.392134030173057,8.504527283312967,20.54201192776339,-17.06755533722824]"
LADDER_9R9C,8,10,log_uniform_within_published_bounds,1448850102.0,"[-7.93517090061809,-8.163835726977457,2.947108216541814,-8.640785481854234,0.9183506105893322,0.1492427932552527,-1.0175925996670276,-1.4946303883841807,-2.816242108745813,23.734890651832572,12.943565123001818,12.838512816798959,24.795820297027447,9.604644778011872,20.886258591890144,20.932648398061136,13.220130396301757,20.584891378745894,-5.3816697298383005]"
LADDER_9R9C,8,11,log_uniform_within_published_bounds,156234659.0,"[3.621493990215116,-8.465350184057673,-5.6239427324772535,-7.075092766075636,-1.7065367030127288,-6.168976656008898,-2.2849833482994084,-1.621091218042075,1.1827513066021726,19.509710646990154,16.062569071895002,13.589010664284134,11.965729086819284,11.48387793335949,24.978659819677187,13.233127737190609,10.51340559372633,19.928691089720992,-7.723807267789375]"
LADDER_9R9C,8,12,log_uniform_within_published_bounds,319648487.0,"[1.9287999861607155,4.568644842189311,-5.35620245401008,0.04097708005018674,-0.9578356089841868,-6.7075436212170025,-6.350078886397995,-2.9055255569272367,-8.073691342582418,14.507262170800281,18.53670475519316,21.563146299950724,17.87328297343594,23.910043322980385,15.084481687033133,10.293593794991192,14.50976464552339,16.57033799018403,-18.31378948765559]"
LADDER_9R9C,8,13,log_uniform_within_published_bounds,3178671462.0,"[-8.680845489533752,4.179665576244364,-7.328464862261026,-7.661573703413982,3.244169834671819,-4.384945276833814,-3.8533897550055993,-5.3628108337837315,-2.258518323316296,10.154858286783254,15.745016586641752,22.286209263365656,23.975118525725044,18.150797971355615,8.491443918164594,11.666777075431666,10.893948308753904,16.363026168917223,-17.11531853069132]"
LADDER_9R9C,8,14,log_uniform_within_published_bounds,1119231946.0,"[-0.2095316004939587,-7.308830565031596,-2.788380836638665,3.6469528327882816,-7.736064681298682,-1.8420109754351515,4.435008168387107,1.9759115930384592,-8.293266266747251,21.462000324041696,24.041621884262195,16.88246024494424,16.128555478937763,16.150263799910398,12.771922770672745,12.662244762593968,8.613313018209855,19.288415376309786,-16.93839872249118]"
LADDER_9R9C,8,15,log_uniform_within_published_bounds,1318126099.0,"[-3.7530070815362624,-7.537446680453627,-9.231653999891018,-2.360292890524729,1.9938803251732207,-4.745338909472015,-0.9761579898460226,-5.152498946062235,-1.4067006226833065,8.78697979732952,16.47989322465637,12.271347742933589,12.891472623584349,14.849629269097727,9.95978107021531,12.808475870140805,21.10587923842041,12.016257698047891,-0.23046493899063947]"
LADDER_9R9C,8,16,log_uniform_within_published_bounds,3487007736.0,"[-0.3873958950965335,-5.151790191592755,-3.2530002674191625,-6.91557457548994,4.050292936875412,-3.364776038608026,3.7931032119903456,3.437271075427182,-8.345729681638394,17.018793348888174,10.129483026569481,13.63102581944245,14.263750203103234,10.10640788276515,18.705380511243415,21.913137769395128,23.310116053889367,14.574223810893624,-17.315821852329048]"
LADDER_9R9C,8,17,log_uniform_within_published_bounds,2825920340.0,"[-8.607790770070055,3.2094322771763704,-1.6426540040710904,-4.810479117356974,-7.617737771664457,2.938187179650873,-2.242423850894177,-4.905041380682129,0.6871851561046967,20.86597213385548,20.967456817197558,12.022060701936692,20.568463494941632,19.67525655684761,23.94861610656293,15.709105069085854,13.347513453206265,9.534425521690732,1.0179039420469742]"
LADDER_9R9C,8,18,log_uniform_within_published_bounds,2654605937.0,"[0.09784993256777952,-6.758172576456587,0.6615833540004292,-4.788191339228377,-7.405503635088355,-2.6476150091493924,-8.605098636973086,-9.21603786820246,-1.926743028081388,18.172965793487577,12.69351610979166,18.513402261230606,10.603081498283371,17.1734860166035,19.422696213294955,19.12942191807503,8.650504758659489,14.222716392383255,-18.592224163553656]"
LADDER_9R9C,8,19,log_uniform_within_published_bounds,1840049743.0,"[-1.1597652593292214,4.9173777535291805,-3.813991120631959,-3.253433474925468,-0.3844681985771423,-3.7960649047727903,4.595056786886463,-3.6350418432123135,0.6683570709149294,10.532232124945754,15.258038503056678,9.15269480968992,13.802902375619215,21.068113078313317,11.236768972838151,20.271485912652352,22.445966569228663,22.37742490078071,-3.747452483863473]"
LADDER_9R9C,8,20,log_uniform_within_published_bounds,4083661378.0,"[-9.929165306747597,-2.5073086267338835,-4.788547418765837,2.0002958697615068,3.3490977991002744,3.5639773646754094,-7.276623442622104,-2.6640340082755722,1.2312179608902518,10.884661010266269,13.930468557413583,22.607640539530045,17.69518793741694,15.0955633510617,21.42476224152076,20.354642798720672,23.6145250314554,9.53555728236187,-12.727898136120022]"
LADDER_9R9C,8,21,log_uniform_within_published_bounds,1651853044.0,"[-0.7565177538565937,-4.284193922535778,-6.929614771132874,1.691023259417575,-5.023437241221543,-4.475683288973016,-7.815786154255669,2.1777951045122137,-2.620225419683763,18.817477249058598,13.212170300938016,23.99789151111805,12.730052955042588,13.204022815999672,9.153696751906768,13.323907946823947,11.701632526766598,14.927816864981988,-6.243674450245797]"
LADDER_9R9C,8,22,log_uniform_within_published_bounds,2147909565.0,"[3.284495754082279,3.878899531198515,-0.28481615719493725,-8.543771769555686,-6.571353097730443,-3.832755507893263,-8.120977042838911,-3.4404533271965025,-0.9218290914728886,12.93990645683828,23.374338454398647,16.556248242333766,21.02852542001898,8.84157141502872,17.613825609992155,14.40595648331521,21.518796833461057,22.21976700537816,1.615490815940266]"
LADDER_9R9C,8,23,log_uniform_within_published_bounds,584687628.0,"[4.984687482415577,-7.185916446085898,-7.477129907605546,4.6782592583781355,-0.10169350574245506,-8.117356810496354,-7.403824344162995,3.6549522224068145,1.4989835768976452,24.20309395926665,15.09999549288548,19.19154148492972,18.450320615843413,17.063351714422193,20.67814282898083,9.462250788641303,12.047106563857405,8.683891366506515,-14.53358376257362]"
LADDER_9R9C,8,24,log_uniform_within_published_bounds,621011800.0,"[3.350853205623059,-0.9940327527075645,-9.744224560927044,-7.94131131770565,-7.358641790234319,-6.829448095969541,-4.0887814058473655,-6.02483301068809,-8.765737507569447,17.401629813923424,19.695812212690683,23.440095507797697,16.206554298168946,23.256826092971366,19.305904421121426,8.480761500565999,11.998248989823228,21.378337073307147,-4.961597612647111]"
LADDER_9R9C,8,25,log_uniform_within_published_bounds,901268331.0,"[2.6784585587037455,-9.47993089308195,-2.4679230350717045,2.3953347108519782,-0.2791936744943211,-3.7408921851951993,-5.120683805309103,3.3544382922620173,-0.9861120114510111,12.560436972856603,21.23247045853734,11.476749016802216,22.765435616818916,16.949224488420764,12.554828931012255,8.89687802218467,9.73267683227033,14.017420158470653,-6.967784263422995]"
LADDER_9R9C,8,26,log_uniform_within_published_bounds,4193872973.0,"[-0.11555348251564368,-6.416001028450822,-9.75512173562196,4.050397661396634,-8.27836988522295,-5.653052423417378,-2.984436025750549,-1.38450746072664,-4.7689765824634085,21.113054841219103,14.405368962380958,24.56658132008989,21.11947573440053,11.007109593021694,11.555014275303073,17.39518548935017,18.758382499386137,23.82851091317815,-14.830419918841855]"
LADDER_9R9C,8,27,log_uniform_within_published_bounds,3677701987.0,"[-3.2383197566228796,-3.214025029961128,-2.6616506294981583,-2.152265634473016,-2.4300551067548968,2.148983853876622,-3.3253499900623487,-3.3568758116785045,-4.854704548056747,15.599730978815312,13.29396589447709,20.79196617142935,15.452602322590014,23.026786726374954,12.315122301197839,16.066722181796038,8.214458483250425,17.71549694220635,-6.267552187082945]"
LADDER_9R9C,8,28,log_uniform_within_published_bounds,273954148.0,"[-3.347021318702735,-3.7992843975339428,-5.692396493158759,-4.369519039193401,-4.658545323233185,-4.4952637941120415,-0.28385890566156036,1.047128498773617,2.758808861477414,9.143759932313273,19.40856231796915,9.763228250249874,16.5831329183411,19.037265825634872,15.555627518703837,12.376143783918153,14.25482838939917,15.54041992033082,-14.940345626167737]"
LADDER_9R9C,8,29,log_uniform_within_published_bounds,4250740498.0,"[2.365017332299736,3.612999816946454,-6.356110877714164,-6.54884032804925,2.7162885477172996,-8.436942258570504,-0.07622186077233017,4.263193629998549,-9.444921932076463,9.816984785524996,24.241133756451585,22.86992992608827,19.53779505977218,16.48855903557716,21.610296969310983,24.89415634241573,17.496599920844332,15.344963602750168,-8.037243462553452]"
LADDER_9R9C,8,30,log_uniform_within_published_bounds,3756657165.0,"[-7.492625964869678,-7.612356462485101,4.611143763960152,3.5699197262992683,-6.957388634629718,0.6976638895105989,-5.728157859272133,-6.146781254103422,-0.07057945804591803,18.79060409259068,21.04008207110617,13.267917334577549,11.195535415151648,17.765745813439892,21.104811127190416,24.59581536018623,15.396265725994827,24.98525580036725,-11.228918589748398]"
LADDER_9R9C,8,31,log_uniform_within_published_bounds,738273384.0,"[-2.952632152721206,-6.876544723786597,-0.933987482077244,-6.851871493902687,-6.4063894178745695,-1.7052930251173883,-8.978074709437028,-2.919554826854923,-0.19617883407711645,19.37813070140102,20.677861717301447,24.170267401780126,17.342519725353974,9.013904295229084,10.485936354054893,15.487444576260593,17.286181305444313,20.374376031691657,-7.676103628762569]"
LADDER_9R9C,8,32,log_uniform_within_published_bounds,2101941466.0,"[4.284072739486859,-3.9496107584127502,-7.78835936630839,-8.403296737342846,-7.8624764908119,0.6111789878362952,-0.09272521631686814,-8.887661365860298,-4.439733325770961,22.523482825221535,21.481864548249995,19.45059262996058,9.6063450410101,12.923638098929645,22.492134557703686,19.49830123612297,9.998550132746615,24.907750872700543,-10.152357157966192]"
LADDER_10R10C,9,1,notebook_initialization,,"[-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,-9.210340371976182]"
LADDER_10R10C,9,2,log_uniform_within_published_bounds,3908194827.0,"[-9.358674253448788,3.5577304005157764,-7.75998297174199,-1.238745762450817,-1.990945976899921,2.708751644656754,3.608831237596668,-2.3758574355645683,-9.308461522525032,-6.994172471291826,20.976098694842012,9.077635682076036,24.637481090692233,17.530512801407113,20.781637717127936,10.153168365565005,19.432492623263634,23.861619138497996,18.955318094029106,13.395152866242798,-0.401725840921614]"
LADDER_10R10C,9,3,log_uniform_within_published_bounds,3498495694.0,"[-7.621501660820426,-3.3560519596079654,-4.077653531981929,-3.624706431839188,4.489075254742081,1.5672529818327963,-9.326020340001104,-2.9085078652764302,4.72703496592608,-3.8702472568658006,9.786459576771614,18.35382056804411,10.305955315907942,10.173984651028183,11.225866706938788,22.634546531153717,23.852851817918214,8.946075313992328,8.709069212150627,18.413048139111066,-12.967719720940813]"
LADDER_10R10C,9,4,log_uniform_within_published_bounds,3268591116.0,"[1.752279387868466,-1.6686932617209411,0.4990597252670259,-3.639592761150933,-5.9975003867144565,-3.2724438437476664,-7.901320344708697,-8.947789363367932,-1.5869578663115202,-4.145993778542501,11.741382715993383,14.860058418425075,21.735976990066582,16.22534591081482,19.202438950354384,18.10844888569898,20.803124769254023,16.77344074991405,23.618544532886958,18.763104573952813,-3.0709623942345665]"
LADDER_10R10C,9,5,log_uniform_within_published_bounds,2012174242.0,"[-5.116739729235791,-4.050201843170306,-3.730849977353955,-4.130656364626206,-5.2579459261531305,-1.7507152535742225,2.884629880289312,1.1404639074097496,-1.3696067100156775,1.8355494836628914,24.315280996064292,22.716112724956417,14.382239486094967,19.252382412332782,22.33733421431591,10.499824363975126,20.101954243375747,9.54884406276276,24.548784071219114,13.327170383262454,0.7755690793402046]"
LADDER_10R10C,9,6,log_uniform_within_published_bounds,3291714218.0,"[4.619846026193178,0.6044041333026691,-7.113327960902119,3.731389889931471,-7.115589141169366,-8.448150689968639,0.8837624323690854,-6.248751610984309,-1.3073497609704816,-0.4150771311094168,21.884492134114556,12.362189577379715,10.679027375534623,22.707364080682815,13.048306440974942,16.20965944445704,22.320002120234946,18.816538093081604,23.195336022569766,8.806661554497051,-17.923785902228843]"
LADDER_10R10C,9,7,log_uniform_within_published_bounds,4050907917.0,"[1.9708773357919327,-0.1509185846245451,-8.43237565123442,2.6683097754435625,4.4913023223550645,-5.24254725408471,2.3479914634144983,-1.419935329115761,4.689542856290265,0.39007083363311423,13.828744819109613,13.832508963670655,11.893246052557789,9.322354621453787,19.23909022145846,24.855975776280104,10.318545159869055,24.671181480558957,8.528429235667549,17.537085582269526,-5.688911203317099]"
LADDER_10R10C,9,8,log_uniform_within_published_bounds,2194544138.0,"[1.131624920808754,4.199509262152054,0.4196278131871498,-0.36030888843244213,-7.786318621490841,-0.35140908791590064,3.3002340466447713,4.983166830144988,-5.113505891070235,-6.50907255632657,24.63707127081136,19.832542980540502,12.664252557471816,17.050877468449578,18.798112786419438,15.33885173392108,15.62703724547929,9.38351384290387,21.454999192621578,21.731643216442386,-19.07521548463114]"
LADDER_10R10C,9,9,log_uniform_within_published_bounds,1011844615.0,"[-1.4122031826145562,1.6969522510830473,4.927336836420345,0.5371088642718362,-0.41729943210975584,-1.0399015246683234,-1.1132268300862656,4.051464888295865,2.8912492863057295,-2.0279011166067384,14.83131487792923,11.006089941705248,8.146977932746601,23.311155670389994,24.162094707936255,22.482465588283443,20.21415377562514,8.403462078564436,9.876653238247952,14.464643243542866,0.4580174540440858]"
LADDER_10R10C,9,10,log_uniform_within_published_bounds,3277712021.0,"[1.0475003130680545,-7.101453791086424,-6.342624053828431,-9.682574020567172,-6.672659713859424,-9.610916512010302,-2.9602727143484877,-8.282789472986797,-6.048901882726234,-0.9888816904263837,8.378740328996741,24.40528832504548,24.994896055598947,19.19312074617905,15.27021623866264,22.479016020836823,10.952675711038609,19.65434165178067,21.68862140616652,10.94617523938281,-15.12322446645421]"
LADDER_10R10C,9,11,log_uniform_within_published_bounds,2620917817.0,"[-9.79797493964787,-2.421491176564528,-7.504047170743586,-8.636771156948772,3.1929718272855947,-7.473444326365398,-9.809907745833543,-0.5727868408419923,-3.076826458128691,-9.212271157208177,18.864898496369715,16.67784048334463,10.700127750163439,18.633228726444745,17.629180805499757,11.102556783373906,22.992582343765783,10.111921816040574,24.55113158616784,21.54519539430302,-6.27302750077259]"
LADDER_10R10C,9,12,log_uniform_within_published_bounds,1887900753.0,"[3.0421992264485382,-6.020567850995287,-8.84410984014477,-1.2141624082576143,-8.578950413821723,2.250156381074275,-6.791792503740188,-1.5798726892365949,4.731968689319732,2.9420683580638354,8.542046991017582,19.869764510291837,8.367408312161237,18.660474507758686,17.96812951477568,10.624755501590863,16.221255201496238,14.194902881286023,20.789656436824536,11.070296917588063,-1.6694073916938983]"
LADDER_10R10C,9,13,log_uniform_within_published_bounds,3946134052.0,"[-9.057539344892918,1.4896257483614566,-8.815724925895974,-9.787916646807203,-2.3389077526548068,-5.23053115911618,-0.23416250670883443,3.5415548496109395,0.8812010521914715,-6.4792968371301995,19.66273743959692,10.124033930988645,8.991514039563947,19.813040958739542,19.09814612039343,13.321737879793385,17.643309467243867,19.56322483179126,18.537880152050292,13.53502079260631,-9.755549424682766]"
LADDER_10R10C,9,14,log_uniform_within_published_bounds,3359560374.0,"[-0.842849331191184,1.021916694993001,-0.6297528529082523,-9.16102065484244,-1.4791316578837783,-7.346976758007224,1.1801335865795295,1.6696337985838419,1.8332387308472597,-9.768013029726884,17.743334973076472,24.087369701510834,12.012217826021356,13.998110331870114,14.395370572250089,8.697142621403875,12.160000346458052,14.625665313072329,14.636276776688355,15.321134077898762,-5.476959623802042]"
